0.000000 0.801967 0.687463 2.000000 2.687463 2.687463 
0.000000 1.119940 0.686763 2.000000 2.686763 2.686763 
0.000000 0.590293 0.083742 2.000000 2.083742 2.083742 
0.000000 0.571784 0.453281 2.000000 2.453281 2.453281 
0.000000 0.492967 0.431103 2.000000 2.431103 2.431103 
0.000000 -0.131211 0.454940 2.000000 2.454940 2.454940 
0.000000 -0.971420 0.991083 2.000000 2.991083 2.991083 
0.000000 0.694713 0.538459 2.000000 2.538459 2.538459 
0.000000 -0.789267 0.230324 2.000000 2.230324 2.230324 
1.000000 2.266893 0.235760 2.000000 2.235760 2.266893 
0.000000 -0.430004 0.318820 2.000000 2.318820 2.318820 
1.000000 2.604193 1.220577 2.000000 3.220577 2.604193 
0.000000 0.665202 0.642955 2.000000 2.642956 2.642956 
0.000000 -2.159899 0.490376 2.000000 2.490376 2.490376 
0.000000 0.632553 0.411013 2.000000 2.411013 2.411013 
0.000000 -0.025268 0.161818 2.000000 2.161818 2.161818 
0.000000 -0.122815 0.955007 2.000000 2.955007 2.955007 
0.000000 -2.002071 0.996752 2.000000 2.996752 2.996752 
1.000000 2.188726 1.418483 2.000000 3.418483 2.188726 
0.000000 0.986481 0.436508 2.000000 2.436508 2.436508 
0.000000 1.030672 0.833097 2.000000 2.833097 2.833097 
0.000000 -1.131588 0.962732 2.000000 2.962732 2.962732 
0.000000 1.729184 0.802631 2.000000 2.802631 2.802631 
1.000000 2.221392 1.363930 2.000000 3.363930 2.221392 
0.000000 -0.019701 0.105616 2.000000 2.105616 2.105616 
0.000000 0.464581 0.500323 2.000000 2.500323 2.500323 
0.000000 0.094587 0.951485 2.000000 2.951485 2.951485 
0.000000 0.217949 0.816415 2.000000 2.816415 2.816415 
1.000000 2.230587 2.434777 2.000000 4.434777 2.230587 
0.000000 0.942082 0.563419 2.000000 2.563419 2.563419 
0.000000 -0.773812 0.684696 2.000000 2.684696 2.684696 
0.000000 -1.016904 0.208007 2.000000 2.208007 2.208007 
0.000000 1.586633 0.628832 2.000000 2.628832 2.628832 
0.000000 0.467746 0.407720 2.000000 2.407720 2.407720 
0.000000 -1.756995 0.776501 2.000000 2.776501 2.776501 
0.000000 0.255030 0.295700 2.000000 2.295700 2.295700 
1.000000 2.232294 1.049546 2.000000 3.049546 2.232294 
0.000000 0.699950 0.113570 2.000000 2.113570 2.113570 
0.000000 -0.038645 0.447112 2.000000 2.447112 2.447112 
0.000000 -0.693863 0.739949 2.000000 2.739949 2.739949 
0.000000 1.151885 0.806422 2.000000 2.806422 2.806422 
0.000000 -0.176499 0.535300 2.000000 2.535300 2.535300 
0.000000 0.352436 0.660237 2.000000 2.660237 2.660237 
1.000000 2.730917 0.412539 2.000000 2.412539 2.730917 
1.000000 2.148360 0.336999 2.000000 2.336999 2.148360 
0.000000 -1.939157 0.737147 2.000000 2.737147 2.737147 
0.000000 0.667358 0.365700 2.000000 2.365700 2.365700 
0.000000 -0.221312 0.634592 2.000000 2.634592 2.634592 
0.000000 -0.185853 0.855173 2.000000 2.855173 2.855173 
